"iyear","multiple","success","suicide","nperps","nperpcap","nkill","nwound","nhostkid","ransomamt","ransompaid","nreleased","attacktype1_txt","targtype1_txt","natlty1_txt","weaptype1_txt","weapsubtype1_txt","region_txt","gname"
1974,0,1,0,15,0,0,0,0,0,0,0,"Armed Assault","Private Citizens & Property","Argentina","Firearms","Automatic Weapon","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","Great Britain","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,0,0,3,0,0,1,0,0,0,0,"Assassination","Business","Argentina","Firearms","Automatic Weapon","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,1,0,0,1,"Hostage Taking (Kidnapping)","Business","Austria","Unknown","Unknown","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (Diplomatic)","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
