"iyear","multiple","success","suicide","nperps","nperpcap","nkill","nwound","nhostkid","ransomamt","ransompaid","nreleased","attacktype1_txt","targtype1_txt","natlty1_txt","weaptype1_txt","weapsubtype1_txt","region_txt","gname"
2013,0,1,1,1,0,19,35,0,0,0,0,"Bombing/Explosion","Transportation","Russia","Explosives/Bombs/Dynamite","Suicide (carried bodily by human being)","Eastern Europe","Caucasus Emirate"
2013,0,1,1,1,0,17,28,0,0,0,0,"Bombing/Explosion","Transportation","Russia","Explosives/Bombs/Dynamite","Suicide (carried bodily by human being)","Eastern Europe","Caucasus Emirate"
2014,1,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Police","Russia","Explosives/Bombs/Dynamite","Vehicle","Eastern Europe","Caucasus Emirate"
2014,1,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Police","Russia","Explosives/Bombs/Dynamite","Vehicle","Eastern Europe","Caucasus Emirate"
2014,0,1,0,3,0,0,2,0,0,0,0,"Armed Assault","Police","Russia","Firearms","Unknown Gun Type","Eastern Europe","Makhachkala Gang"
2014,0,1,0,200,0,0,0,0,0,0,0,"Bombing/Explosion","Government (Diplomatic)","Russia","Explosives/Bombs/Dynamite","Unknown Explosive Type","Eastern Europe","Ukrainian Nationalist Group"
2014,0,1,0,3,0,0,0,0,0,0,0,"Armed Assault","Government (General)","Russia","Explosives/Bombs/Dynamite","Projectile (rockets, mortars, RPGs, etc.)","Eastern Europe","Makhachkala Gang"
2014,0,1,0,4,0,0,2,0,0,0,0,"Bombing/Explosion","Police","Ukraine","Explosives/Bombs/Dynamite","Projectile (rockets, mortars, RPGs, etc.)","Eastern Europe","Cossack Separatists"
2014,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (General)","Macedonia","Explosives/Bombs/Dynamite","Projectile (rockets, mortars, RPGs, etc.)","Eastern Europe","Kosovo Liberation Army (KLA)"
2014,1,1,0,15,0,9.33,9,0,0,0,0,"Armed Assault","Police","Russia","Explosives/Bombs/Dynamite","Projectile (rockets, mortars, RPGs, etc.)","Eastern Europe","Caucasus Emirate"
2014,1,1,0,15,0,9.33,9,0,0,0,0,"Armed Assault","Journalists & Media","Russia","Explosives/Bombs/Dynamite","Projectile (rockets, mortars, RPGs, etc.)","Eastern Europe","Caucasus Emirate"
2014,1,1,0,15,0,9.34,9,0,0,0,0,"Armed Assault","Educational Institution","Russia","Explosives/Bombs/Dynamite","Projectile (rockets, mortars, RPGs, etc.)","Eastern Europe","Caucasus Emirate"
2015,0,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Religious Figures/Institutions","Ukraine","Incendiary","Arson/Fire","Eastern Europe","Ukrainian Nationalist Group"
2015,0,1,0,4,0,2,0,0,0,0,0,"Bombing/Explosion","Private Citizens & Property","Ukraine","Explosives/Bombs/Dynamite","Projectile (rockets, mortars, RPGs, etc.)","Eastern Europe","Cossack Separatists"
2015,0,0,0,3,3,0,0,0,0,0,0,"Assassination","Police","Russia","Unknown","Unknown","Eastern Europe","Makhachkala Gang"
2015,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (General)","Macedonia","Explosives/Bombs/Dynamite","Grenade","Eastern Europe","Kosovo Liberation Army (KLA)"
2015,0,1,0,40,0,0,1,4,0,0,4,"Hostage Taking (Barricade Incident)","Police","Macedonia","Firearms","Unknown Gun Type","Eastern Europe","Kosovo Liberation Army (KLA)"
2015,0,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Police","Czech Republic","Incendiary","Arson/Fire","Eastern Europe","Revolutionary Cells Network (SRN)"
2015,0,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Police","Czech Republic","Incendiary","Arson/Fire","Eastern Europe","Revolutionary Cells Network (SRN)"
2015,0,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Police","Czech Republic","Incendiary","Arson/Fire","Eastern Europe","Revolutionary Cells Network (SRN)"
2015,0,1,0,1,1,3,140,0,0,0,0,"Armed Assault","Military","Ukraine","Explosives/Bombs/Dynamite","Grenade","Eastern Europe","Ukrainian Nationalist Group"
2015,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Utilities","Ukraine","Explosives/Bombs/Dynamite","Unknown Explosive Type","Eastern Europe","Ukrainian Nationalist Group"
